page,status,score,dimension,dimension_score,findings,word_count,h1_count,h2_count,faq_count,internal_links,cta_links,jsonld_types
en/cardapio.html,PASS,94,AIO,90,Sem cobertura literal das keywords prioritárias AIO.,1215,1,9,26,33,21,AggregateRating | Answer | BreadcrumbList | FAQPage | GeoCoordinates | ListItem | LocationFeatureSpecification | Menu | MenuItem | MenuSection | Offer | OpeningHoursSpecification | PostalAddress | Question | ReserveAction | Restaurant | SpeakableSpecification | WebPage | WebSite
en/cardapio.html,PASS,94,SXO,100,,1215,1,9,26,33,21,AggregateRating | Answer | BreadcrumbList | FAQPage | GeoCoordinates | ListItem | LocationFeatureSpecification | Menu | MenuItem | MenuSection | Offer | OpeningHoursSpecification | PostalAddress | Question | ReserveAction | Restaurant | SpeakableSpecification | WebPage | WebSite
en/cardapio.html,PASS,94,Marketing,100,,1215,1,9,26,33,21,AggregateRating | Answer | BreadcrumbList | FAQPage | GeoCoordinates | ListItem | LocationFeatureSpecification | Menu | MenuItem | MenuSection | Offer | OpeningHoursSpecification | PostalAddress | Question | ReserveAction | Restaurant | SpeakableSpecification | WebPage | WebSite
en/cardapio.html,PASS,94,R2D2,93,R2D2 fraco em Direção.,1215,1,9,26,33,21,AggregateRating | Answer | BreadcrumbList | FAQPage | GeoCoordinates | ListItem | LocationFeatureSpecification | Menu | MenuItem | MenuSection | Offer | OpeningHoursSpecification | PostalAddress | Question | ReserveAction | Restaurant | SpeakableSpecification | WebPage | WebSite
en/cardapio.html,PASS,94,Schema,80,Múltiplos aggregateRating: 2.,1215,1,9,26,33,21,AggregateRating | Answer | BreadcrumbList | FAQPage | GeoCoordinates | ListItem | LocationFeatureSpecification | Menu | MenuItem | MenuSection | Offer | OpeningHoursSpecification | PostalAddress | Question | ReserveAction | Restaurant | SpeakableSpecification | WebPage | WebSite
en/cardapio.html,PASS,94,Performance,100,,1215,1,9,26,33,21,AggregateRating | Answer | BreadcrumbList | FAQPage | GeoCoordinates | ListItem | LocationFeatureSpecification | Menu | MenuItem | MenuSection | Offer | OpeningHoursSpecification | PostalAddress | Question | ReserveAction | Restaurant | SpeakableSpecification | WebPage | WebSite
en/contato.html,PASS,92,Design,84,Risco de texto creme em fundo claro. | Opacity baixa detectada; validar texto real. | Sem CSS global de estabilização/contraste.,626,1,3,14,11,4,AggregateRating | BreadcrumbList | GeoCoordinates | ListItem | LocalBusiness | LocationFeatureSpecification | OpeningHoursSpecification | PostalAddress | ReserveAction | Restaurant | WebPage | WebSite
en/contato.html,PASS,92,UX,97,Sem skip-nav detectado.,626,1,3,14,11,4,AggregateRating | BreadcrumbList | GeoCoordinates | ListItem | LocalBusiness | LocationFeatureSpecification | OpeningHoursSpecification | PostalAddress | ReserveAction | Restaurant | WebPage | WebSite
en/contato.html,PASS,92,Copydesk,100,,626,1,3,14,11,4,AggregateRating | BreadcrumbList | GeoCoordinates | ListItem | LocalBusiness | LocationFeatureSpecification | OpeningHoursSpecification | PostalAddress | ReserveAction | Restaurant | WebPage | WebSite
en/contato.html,PASS,92,SEO,100,,626,1,3,14,11,4,AggregateRating | BreadcrumbList | GeoCoordinates | ListItem | LocalBusiness | LocationFeatureSpecification | OpeningHoursSpecification | PostalAddress | ReserveAction | Restaurant | WebPage | WebSite
en/contato.html,PASS,92,GEO,100,,626,1,3,14,11,4,AggregateRating | BreadcrumbList | GeoCoordinates | ListItem | LocalBusiness | LocationFeatureSpecification | OpeningHoursSpecification | PostalAddress | ReserveAction | Restaurant | WebPage | WebSite
en/contato.html,PASS,92,AEO,84,FAQ visual sem FAQPage JSON-LD. | Faltam respostas diretas transacionais.,626,1,3,14,11,4,AggregateRating | BreadcrumbList | GeoCoordinates | ListItem | LocalBusiness | LocationFeatureSpecification | OpeningHoursSpecification | PostalAddress | ReserveAction | Restaurant | WebPage | WebSite
en/contato.html,PASS,92,AIO,90,Sem cobertura literal das keywords prioritárias AIO.,626,1,3,14,11,4,AggregateRating | BreadcrumbList | GeoCoordinates | ListItem | LocalBusiness | LocationFeatureSpecification | OpeningHoursSpecification | PostalAddress | ReserveAction | Restaurant | WebPage | WebSite
en/contato.html,PASS,92,SXO,100,,626,1,3,14,11,4,AggregateRating | BreadcrumbList | GeoCoordinates | ListItem | LocalBusiness | LocationFeatureSpecification | OpeningHoursSpecification | PostalAddress | ReserveAction | Restaurant | WebPage | WebSite
en/contato.html,PASS,92,Marketing,82,Baixa presença de termos de conversão. | Faltam provas/diferenciais comerciais.,626,1,3,14,11,4,AggregateRating | BreadcrumbList | GeoCoordinates | ListItem | LocalBusiness | LocationFeatureSpecification | OpeningHoursSpecification | PostalAddress | ReserveAction | Restaurant | WebPage | WebSite
en/contato.html,PASS,92,R2D2,93,R2D2 fraco em Decisão.,626,1,3,14,11,4,AggregateRating | BreadcrumbList | GeoCoordinates | ListItem | LocalBusiness | LocationFeatureSpecification | OpeningHoursSpecification | PostalAddress | ReserveAction | Restaurant | WebPage | WebSite
en/contato.html,PASS,92,Schema,80,Múltiplos aggregateRating: 2.,626,1,3,14,11,4,AggregateRating | BreadcrumbList | GeoCoordinates | ListItem | LocalBusiness | LocationFeatureSpecification | OpeningHoursSpecification | PostalAddress | ReserveAction | Restaurant | WebPage | WebSite
en/contato.html,PASS,92,Performance,100,,626,1,3,14,11,4,AggregateRating | BreadcrumbList | GeoCoordinates | ListItem | LocalBusiness | LocationFeatureSpecification | OpeningHoursSpecification | PostalAddress | ReserveAction | Restaurant | WebPage | WebSite
en/entardecer.html,PASS,96,Design,84,Risco de texto creme em fundo claro. | Opacity baixa detectada; validar texto real. | Sem CSS global de estabilização/contraste.,1399,1,9,18,31,20,AggregateRating | Answer | BreadcrumbList | FAQPage | FoodEvent | GeoCoordinates | ImageObject | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | Organization | Place | PostalAddress | Question | ReserveAction | Restaurant | Schedule | SpeakableSpecification | VideoObject | WebPage | WebSite
en/entardecer.html,PASS,96,UX,100,,1399,1,9,18,31,20,AggregateRating | Answer | BreadcrumbList | FAQPage | FoodEvent | GeoCoordinates | ImageObject | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | Organization | Place | PostalAddress | Question | ReserveAction | Restaurant | Schedule | SpeakableSpecification | VideoObject | WebPage | WebSite
en/entardecer.html,PASS,96,Copydesk,100,,1399,1,9,18,31,20,AggregateRating | Answer | BreadcrumbList | FAQPage | FoodEvent | GeoCoordinates | ImageObject | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | Organization | Place | PostalAddress | Question | ReserveAction | Restaurant | Schedule | SpeakableSpecification | VideoObject | WebPage | WebSite
en/entardecer.html,PASS,96,SEO,100,,1399,1,9,18,31,20,AggregateRating | Answer | BreadcrumbList | FAQPage | FoodEvent | GeoCoordinates | ImageObject | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | Organization | Place | PostalAddress | Question | ReserveAction | Restaurant | Schedule | SpeakableSpecification | VideoObject | WebPage | WebSite
en/entardecer.html,PASS,96,GEO,100,,1399,1,9,18,31,20,AggregateRating | Answer | BreadcrumbList | FAQPage | FoodEvent | GeoCoordinates | ImageObject | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | Organization | Place | PostalAddress | Question | ReserveAction | Restaurant | Schedule | SpeakableSpecification | VideoObject | WebPage | WebSite
en/entardecer.html,PASS,96,AEO,92,Faltam respostas diretas transacionais.,1399,1,9,18,31,20,AggregateRating | Answer | BreadcrumbList | FAQPage | FoodEvent | GeoCoordinates | ImageObject | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | Organization | Place | PostalAddress | Question | ReserveAction | Restaurant | Schedule | SpeakableSpecification | VideoObject | WebPage | WebSite
en/entardecer.html,PASS,96,AIO,90,Sem cobertura literal das keywords prioritárias AIO.,1399,1,9,18,31,20,AggregateRating | Answer | BreadcrumbList | FAQPage | FoodEvent | GeoCoordinates | ImageObject | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | Organization | Place | PostalAddress | Question | ReserveAction | Restaurant | Schedule | SpeakableSpecification | VideoObject | WebPage | WebSite
en/entardecer.html,PASS,96,SXO,100,,1399,1,9,18,31,20,AggregateRating | Answer | BreadcrumbList | FAQPage | FoodEvent | GeoCoordinates | ImageObject | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | Organization | Place | PostalAddress | Question | ReserveAction | Restaurant | Schedule | SpeakableSpecification | VideoObject | WebPage | WebSite
en/entardecer.html,PASS,96,Marketing,100,,1399,1,9,18,31,20,AggregateRating | Answer | BreadcrumbList | FAQPage | FoodEvent | GeoCoordinates | ImageObject | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | Organization | Place | PostalAddress | Question | ReserveAction | Restaurant | Schedule | SpeakableSpecification | VideoObject | WebPage | WebSite
en/entardecer.html,PASS,96,R2D2,100,,1399,1,9,18,31,20,AggregateRating | Answer | BreadcrumbList | FAQPage | FoodEvent | GeoCoordinates | ImageObject | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | Organization | Place | PostalAddress | Question | ReserveAction | Restaurant | Schedule | SpeakableSpecification | VideoObject | WebPage | WebSite
en/entardecer.html,PASS,96,Schema,80,Múltiplos aggregateRating: 3.,1399,1,9,18,31,20,AggregateRating | Answer | BreadcrumbList | FAQPage | FoodEvent | GeoCoordinates | ImageObject | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | Organization | Place | PostalAddress | Question | ReserveAction | Restaurant | Schedule | SpeakableSpecification | VideoObject | WebPage | WebSite
en/entardecer.html,PASS,96,Performance,100,,1399,1,9,18,31,20,AggregateRating | Answer | BreadcrumbList | FAQPage | FoodEvent | GeoCoordinates | ImageObject | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | Organization | Place | PostalAddress | Question | ReserveAction | Restaurant | Schedule | SpeakableSpecification | VideoObject | WebPage | WebSite
en/eventos.html,PASS,94,Design,84,Risco de texto creme em fundo claro. | Opacity baixa detectada; validar texto real. | Sem CSS global de estabilização/contraste.,1247,1,7,18,34,18,AggregateRating | Answer | BreadcrumbList | EventVenue | FAQPage | GeoCoordinates | ImageObject | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | Organization | PostalAddress | Question | ReserveAction | Restaurant | Service | SpeakableSpecification | VideoObject | WebPage | WebSite
en/eventos.html,PASS,94,UX,100,,1247,1,7,18,34,18,AggregateRating | Answer | BreadcrumbList | EventVenue | FAQPage | GeoCoordinates | ImageObject | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | Organization | PostalAddress | Question | ReserveAction | Restaurant | Service | SpeakableSpecification | VideoObject | WebPage | WebSite
en/eventos.html,PASS,94,Copydesk,100,,1247,1,7,18,34,18,AggregateRating | Answer | BreadcrumbList | EventVenue | FAQPage | GeoCoordinates | ImageObject | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | Organization | PostalAddress | Question | ReserveAction | Restaurant | Service | SpeakableSpecification | VideoObject | WebPage | WebSite
en/eventos.html,PASS,94,SEO,84,Sem meta description.,1247,1,7,18,34,18,AggregateRating | Answer | BreadcrumbList | EventVenue | FAQPage | GeoCoordinates | ImageObject | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | Organization | PostalAddress | Question | ReserveAction | Restaurant | Service | SpeakableSpecification | VideoObject | WebPage | WebSite
en/eventos.html,PASS,94,GEO,100,,1247,1,7,18,34,18,AggregateRating | Answer | BreadcrumbList | EventVenue | FAQPage | GeoCoordinates | ImageObject | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | Organization | PostalAddress | Question | ReserveAction | Restaurant | Service | SpeakableSpecification | VideoObject | WebPage | WebSite
en/eventos.html,PASS,94,AEO,92,Faltam respostas diretas transacionais.,1247,1,7,18,34,18,AggregateRating | Answer | BreadcrumbList | EventVenue | FAQPage | GeoCoordinates | ImageObject | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | Organization | PostalAddress | Question | ReserveAction | Restaurant | Service | SpeakableSpecification | VideoObject | WebPage | WebSite
en/eventos.html,PASS,94,AIO,90,Sem cobertura literal das keywords prioritárias AIO.,1247,1,7,18,34,18,AggregateRating | Answer | BreadcrumbList | EventVenue | FAQPage | GeoCoordinates | ImageObject | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | Organization | PostalAddress | Question | ReserveAction | Restaurant | Service | SpeakableSpecification | VideoObject | WebPage | WebSite
en/eventos.html,PASS,94,SXO,100,,1247,1,7,18,34,18,AggregateRating | Answer | BreadcrumbList | EventVenue | FAQPage | GeoCoordinates | ImageObject | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | Organization | PostalAddress | Question | ReserveAction | Restaurant | Service | SpeakableSpecification | VideoObject | WebPage | WebSite
en/eventos.html,PASS,94,Marketing,100,,1247,1,7,18,34,18,AggregateRating | Answer | BreadcrumbList | EventVenue | FAQPage | GeoCoordinates | ImageObject | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | Organization | PostalAddress | Question | ReserveAction | Restaurant | Service | SpeakableSpecification | VideoObject | WebPage | WebSite
en/eventos.html,PASS,94,R2D2,100,,1247,1,7,18,34,18,AggregateRating | Answer | BreadcrumbList | EventVenue | FAQPage | GeoCoordinates | ImageObject | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | Organization | PostalAddress | Question | ReserveAction | Restaurant | Service | SpeakableSpecification | VideoObject | WebPage | WebSite
en/eventos.html,PASS,94,Schema,80,Múltiplos aggregateRating: 3.,1247,1,7,18,34,18,AggregateRating | Answer | BreadcrumbList | EventVenue | FAQPage | GeoCoordinates | ImageObject | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | Organization | PostalAddress | Question | ReserveAction | Restaurant | Service | SpeakableSpecification | VideoObject | WebPage | WebSite
en/eventos.html,PASS,94,Performance,100,,1247,1,7,18,34,18,AggregateRating | Answer | BreadcrumbList | EventVenue | FAQPage | GeoCoordinates | ImageObject | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | Organization | PostalAddress | Question | ReserveAction | Restaurant | Service | SpeakableSpecification | VideoObject | WebPage | WebSite
en/feijoada-com-vista-rio-de-janeiro.html,PASS,95,Design,84,Risco de texto creme em fundo claro. | Opacity baixa detectada; validar texto real. | Sem CSS global de estabilização/contraste.,729,1,7,14,13,7,AggregateRating | BreadcrumbList | GeoCoordinates | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | PostalAddress | ReserveAction | Restaurant | WebPage | WebSite
en/feijoada-com-vista-rio-de-janeiro.html,PASS,95,UX,100,,729,1,7,14,13,7,AggregateRating | BreadcrumbList | GeoCoordinates | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | PostalAddress | ReserveAction | Restaurant | WebPage | WebSite
en/feijoada-com-vista-rio-de-janeiro.html,PASS,95,Copydesk,100,,729,1,7,14,13,7,AggregateRating | BreadcrumbList | GeoCoordinates | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | PostalAddress | ReserveAction | Restaurant | WebPage | WebSite
en/feijoada-com-vista-rio-de-janeiro.html,PASS,95,SEO,100,,729,1,7,14,13,7,AggregateRating | BreadcrumbList | GeoCoordinates | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | PostalAddress | ReserveAction | Restaurant | WebPage | WebSite
en/feijoada-com-vista-rio-de-janeiro.html,PASS,95,GEO,100,,729,1,7,14,13,7,AggregateRating | BreadcrumbList | GeoCoordinates | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | PostalAddress | ReserveAction | Restaurant | WebPage | WebSite
en/feijoada-com-vista-rio-de-janeiro.html,PASS,95,AEO,84,FAQ visual sem FAQPage JSON-LD. | Faltam respostas diretas transacionais.,729,1,7,14,13,7,AggregateRating | BreadcrumbList | GeoCoordinates | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | PostalAddress | ReserveAction | Restaurant | WebPage | WebSite
en/feijoada-com-vista-rio-de-janeiro.html,PASS,95,AIO,90,Sem cobertura literal das keywords prioritárias AIO.,729,1,7,14,13,7,AggregateRating | BreadcrumbList | GeoCoordinates | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | PostalAddress | ReserveAction | Restaurant | WebPage | WebSite
en/feijoada-com-vista-rio-de-janeiro.html,PASS,95,SXO,100,,729,1,7,14,13,7,AggregateRating | BreadcrumbList | GeoCoordinates | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | PostalAddress | ReserveAction | Restaurant | WebPage | WebSite
en/feijoada-com-vista-rio-de-janeiro.html,PASS,95,Marketing,90,Baixa presença de termos de conversão.,729,1,7,14,13,7,AggregateRating | BreadcrumbList | GeoCoordinates | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | PostalAddress | ReserveAction | Restaurant | WebPage | WebSite
en/feijoada-com-vista-rio-de-janeiro.html,PASS,95,R2D2,93,R2D2 fraco em Decisão.,729,1,7,14,13,7,AggregateRating | BreadcrumbList | GeoCoordinates | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | PostalAddress | ReserveAction | Restaurant | WebPage | WebSite
en/feijoada-com-vista-rio-de-janeiro.html,PASS,95,Schema,100,,729,1,7,14,13,7,AggregateRating | BreadcrumbList | GeoCoordinates | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | PostalAddress | ReserveAction | Restaurant | WebPage | WebSite
en/feijoada-com-vista-rio-de-janeiro.html,PASS,95,Performance,100,,729,1,7,14,13,7,AggregateRating | BreadcrumbList | GeoCoordinates | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | PostalAddress | ReserveAction | Restaurant | WebPage | WebSite
en/feijoada.html,PASS,93,Design,84,Risco de texto creme em fundo claro. | Opacity baixa detectada; validar texto real. | Sem CSS global de estabilização/contraste.,1572,1,11,36,26,21,AggregateRating | Answer | BreadcrumbList | FAQPage | GeoCoordinates | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | PostalAddress | Question | ReserveAction | Restaurant | WebSite
en/feijoada.html,PASS,93,UX,97,Sem skip-nav detectado.,1572,1,11,36,26,21,AggregateRating | Answer | BreadcrumbList | FAQPage | GeoCoordinates | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | PostalAddress | Question | ReserveAction | Restaurant | WebSite
en/feijoada.html,PASS,93,Copydesk,100,,1572,1,11,36,26,21,AggregateRating | Answer | BreadcrumbList | FAQPage | GeoCoordinates | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | PostalAddress | Question | ReserveAction | Restaurant | WebSite
en/feijoada.html,PASS,93,SEO,84,Sem meta description.,1572,1,11,36,26,21,AggregateRating | Answer | BreadcrumbList | FAQPage | GeoCoordinates | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | PostalAddress | Question | ReserveAction | Restaurant | WebSite
en/feijoada.html,PASS,93,GEO,100,,1572,1,11,36,26,21,AggregateRating | Answer | BreadcrumbList | FAQPage | GeoCoordinates | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | PostalAddress | Question | ReserveAction | Restaurant | WebSite
en/feijoada.html,PASS,93,AEO,92,Faltam respostas diretas transacionais.,1572,1,11,36,26,21,AggregateRating | Answer | BreadcrumbList | FAQPage | GeoCoordinates | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | PostalAddress | Question | ReserveAction | Restaurant | WebSite
en/feijoada.html,PASS,93,AIO,90,Sem cobertura literal das keywords prioritárias AIO.,1572,1,11,36,26,21,AggregateRating | Answer | BreadcrumbList | FAQPage | GeoCoordinates | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | PostalAddress | Question | ReserveAction | Restaurant | WebSite
en/feijoada.html,PASS,93,SXO,100,,1572,1,11,36,26,21,AggregateRating | Answer | BreadcrumbList | FAQPage | GeoCoordinates | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | PostalAddress | Question | ReserveAction | Restaurant | WebSite
en/feijoada.html,PASS,93,Marketing,100,,1572,1,11,36,26,21,AggregateRating | Answer | BreadcrumbList | FAQPage | GeoCoordinates | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | PostalAddress | Question | ReserveAction | Restaurant | WebSite
en/feijoada.html,PASS,93,R2D2,86,R2D2 fraco em Decisão. | R2D2 fraco em Direção.,1572,1,11,36,26,21,AggregateRating | Answer | BreadcrumbList | FAQPage | GeoCoordinates | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | PostalAddress | Question | ReserveAction | Restaurant | WebSite
en/feijoada.html,PASS,93,Schema,80,Múltiplos aggregateRating: 3.,1572,1,11,36,26,21,AggregateRating | Answer | BreadcrumbList | FAQPage | GeoCoordinates | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | PostalAddress | Question | ReserveAction | Restaurant | WebSite
en/feijoada.html,PASS,93,Performance,100,,1572,1,11,36,26,21,AggregateRating | Answer | BreadcrumbList | FAQPage | GeoCoordinates | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | PostalAddress | Question | ReserveAction | Restaurant | WebSite
en/gastronomia-carioca.html,PASS,93,Design,84,Risco de texto creme em fundo claro. | Opacity baixa detectada; validar texto real. | Sem CSS global de estabilização/contraste.,997,1,5,18,25,17,AggregateRating | Article | BreadcrumbList | FoodEstablishment | GeoCoordinates | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | Organization | PostalAddress | ReserveAction | Restaurant | WebSite
en/gastronomia-carioca.html,PASS,93,UX,100,,997,1,5,18,25,17,AggregateRating | Article | BreadcrumbList | FoodEstablishment | GeoCoordinates | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | Organization | PostalAddress | ReserveAction | Restaurant | WebSite
en/gastronomia-carioca.html,PASS,93,Copydesk,100,,997,1,5,18,25,17,AggregateRating | Article | BreadcrumbList | FoodEstablishment | GeoCoordinates | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | Organization | PostalAddress | ReserveAction | Restaurant | WebSite
en/gastronomia-carioca.html,PASS,93,SEO,100,,997,1,5,18,25,17,AggregateRating | Article | BreadcrumbList | FoodEstablishment | GeoCoordinates | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | Organization | PostalAddress | ReserveAction | Restaurant | WebSite
en/gastronomia-carioca.html,PASS,93,GEO,100,,997,1,5,18,25,17,AggregateRating | Article | BreadcrumbList | FoodEstablishment | GeoCoordinates | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | Organization | PostalAddress | ReserveAction | Restaurant | WebSite
en/gastronomia-carioca.html,PASS,93,AEO,84,FAQ visual sem FAQPage JSON-LD. | Faltam respostas diretas transacionais.,997,1,5,18,25,17,AggregateRating | Article | BreadcrumbList | FoodEstablishment | GeoCoordinates | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | Organization | PostalAddress | ReserveAction | Restaurant | WebSite
en/gastronomia-carioca.html,PASS,93,AIO,85,Sem cobertura literal das keywords prioritárias AIO. | Sem VideoObject em página de experiência/produto.,997,1,5,18,25,17,AggregateRating | Article | BreadcrumbList | FoodEstablishment | GeoCoordinates | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | Organization | PostalAddress | ReserveAction | Restaurant | WebSite
en/gastronomia-carioca.html,PASS,93,SXO,100,,997,1,5,18,25,17,AggregateRating | Article | BreadcrumbList | FoodEstablishment | GeoCoordinates | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | Organization | PostalAddress | ReserveAction | Restaurant | WebSite
en/gastronomia-carioca.html,PASS,93,Marketing,100,,997,1,5,18,25,17,AggregateRating | Article | BreadcrumbList | FoodEstablishment | GeoCoordinates | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | Organization | PostalAddress | ReserveAction | Restaurant | WebSite
en/gastronomia-carioca.html,PASS,93,R2D2,86,R2D2 fraco em Decisão. | R2D2 fraco em Direção.,997,1,5,18,25,17,AggregateRating | Article | BreadcrumbList | FoodEstablishment | GeoCoordinates | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | Organization | PostalAddress | ReserveAction | Restaurant | WebSite
en/gastronomia-carioca.html,PASS,93,Schema,80,Múltiplos aggregateRating: 3.,997,1,5,18,25,17,AggregateRating | Article | BreadcrumbList | FoodEstablishment | GeoCoordinates | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | Organization | PostalAddress | ReserveAction | Restaurant | WebSite
en/gastronomia-carioca.html,PASS,93,Performance,100,,997,1,5,18,25,17,AggregateRating | Article | BreadcrumbList | FoodEstablishment | GeoCoordinates | ListItem | LocationFeatureSpecification | OpeningHoursSpecification | Organization | PostalAddress | ReserveAction | Restaurant | WebSite
en/guia-do-rio.html,PASS,95,Design,84,Risco de texto creme em fundo claro. | Opacity baixa detectada; validar texto real. | Sem CSS global de estabilização/contraste.,3067,1,13,18,37,24,AggregateRating | Article | BreadcrumbList | GeoCoordinates | HowTo | HowToStep | ListItem | LocationFeatureSpecification | MonetaryAmount | OpeningHoursSpecification | Organization | PostalAddress | ReserveAction | Restaurant | SpeakableSpecification | WebPage | WebSite
en/guia-do-rio.html,PASS,95,UX,100,,3067,1,13,18,37,24,AggregateRating | Article | BreadcrumbList | GeoCoordinates | HowTo | HowToStep | ListItem | LocationFeatureSpecification | MonetaryAmount | OpeningHoursSpecification | Organization | PostalAddress | ReserveAction | Restaurant | SpeakableSpecification | WebPage | WebSite
en/guia-do-rio.html,PASS,95,Copydesk,100,,3067,1,13,18,37,24,AggregateRating | Article | BreadcrumbList | GeoCoordinates | HowTo | HowToStep | ListItem | LocationFeatureSpecification | MonetaryAmount | OpeningHoursSpecification | Organization | PostalAddress | ReserveAction | Restaurant | SpeakableSpecification | WebPage | WebSite
en/guia-do-rio.html,PASS,95,SEO,100,,3067,1,13,18,37,24,AggregateRating | Article | BreadcrumbList | GeoCoordinates | HowTo | HowToStep | ListItem | LocationFeatureSpecification | MonetaryAmount | OpeningHoursSpecification | Organization | PostalAddress | ReserveAction | Restaurant | SpeakableSpecification | WebPage | WebSite
en/guia-do-rio.html,PASS,95,GEO,100,,3067,1,13,18,37,24,AggregateRating | Article | BreadcrumbList | GeoCoordinates | HowTo | HowToStep | ListItem | LocationFeatureSpecification | MonetaryAmount | OpeningHoursSpecification | Organization | PostalAddress | ReserveAction | Restaurant | SpeakableSpecification | WebPage | WebSite
en/guia-do-rio.html,PASS,95,AEO,92,FAQ visual sem FAQPage JSON-LD.,3067,1,13,18,37,24,AggregateRating | Article | BreadcrumbList | GeoCoordinates | HowTo | HowToStep | ListItem | LocationFeatureSpecification | MonetaryAmount | OpeningHoursSpecification | Organization | PostalAddress | ReserveAction | Restaurant | SpeakableSpecification | WebPage | WebSite
en/guia-do-rio.html,PASS,95,AIO,85,Sem cobertura literal das keywords prioritárias AIO. | Sem VideoObject em página de experiência/produto.,3067,1,13,18,37,24,AggregateRating | Article | BreadcrumbList | GeoCoordinates | HowTo | HowToStep | ListItem | LocationFeatureSpecification | MonetaryAmount | OpeningHoursSpecification | Organization | PostalAddress | ReserveAction | Restaurant | SpeakableSpecification | WebPage | WebSite
en/guia-do-rio.html,PASS,95,SXO,100,,3067,1,13,18,37,24,AggregateRating | Article | BreadcrumbList | GeoCoordinates | HowTo | HowToStep | ListItem | LocationFeatureSpecification | MonetaryAmount | OpeningHoursSpecification | Organization | PostalAddress | ReserveAction | Restaurant | SpeakableSpecification | WebPage | WebSite
en/guia-do-rio.html,PASS,95,Marketing,100,,3067,1,13,18,37,24,AggregateRating | Article | BreadcrumbList | GeoCoordinates | HowTo | HowToStep | ListItem | LocationFeatureSpecification | MonetaryAmount | OpeningHoursSpecification | Organization | PostalAddress | ReserveAction | Restaurant | SpeakableSpecification | WebPage | WebSite
en/guia-do-rio.html,PASS,95,R2D2,100,,3067,1,13,18,37,24,AggregateRating | Article | BreadcrumbList | GeoCoordinates | HowTo | HowToStep | ListItem | LocationFeatureSpecification | MonetaryAmount | OpeningHoursSpecification | Organization | PostalAddress | ReserveAction | Restaurant | SpeakableSpecification | WebPage | WebSite
